Name,Empirical formula,CAS,SMILES,Canonical SMILES,"Mw, g*mol-1","CC50/IC50/EC50, mM","Statistics (95% CI, SEM, SD, RMSE, SE etc.)","Incubation time, h",Cell line,Method,Reference (author+year+journal),doi,Notes
"3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C33H32BrN3O2,1870029-90-5,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],582.542,0.00246,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C33H32BrN3O2,1870029-90-5,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],582.542,0.00338,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C34H28BrN3O,1870029-80-3,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=CC=CC43)CCCN5C=6C=CC=CC6C=7C=CC=CC75,O=C(Cn1c[n+](CCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc2ccccc2c1.[Br-],574.522,0.0028,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C34H28BrN3O,1870029-80-3,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=CC=CC43)CCCN5C=6C=CC=CC6C=7C=CC=CC75,O=C(Cn1c[n+](CCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc2ccccc2c1.[Br-],574.522,0.00327,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C34H28BrN3O,1870029-80-3,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=CC=CC43)CCCN5C=6C=CC=CC6C=7C=CC=CC75,O=C(Cn1c[n+](CCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc2ccccc2c1.[Br-],574.522,0.00565,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C34H28BrN3O,1870029-80-3,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=CC=CC43)CCCN5C=6C=CC=CC6C=7C=CC=CC75,O=C(Cn1c[n+](CCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc2ccccc2c1.[Br-],574.522,0.00269,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C34H28BrN3O,1870029-80-3,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=CC=CC43)CCCN5C=6C=CC=CC6C=7C=CC=CC75,O=C(Cn1c[n+](CCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc2ccccc2c1.[Br-],574.522,0.00328,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(2-bromobenzyl)-1H-benzo[d]imidazol-3-ium bromide,C29H25Br2N3,1870029-86-9,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=CC=CC32)CCCN4C=5C=CC=CC5C=6C=CC=CC64,Brc1ccccc1Cn1c[n+](CCCn2c3ccccc3c3ccccc32)c2ccccc21.[Br-],575.348,0.00194,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(2-bromobenzyl)-1H-benzo[d]imidazol-3-ium bromide,C29H25Br2N3,1870029-86-9,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=CC=CC32)CCCN4C=5C=CC=CC5C=6C=CC=CC64,Brc1ccccc1Cn1c[n+](CCCn2c3ccccc3c3ccccc32)c2ccccc21.[Br-],575.348,0.00854,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(2-bromobenzyl)-1H-benzo[d]imidazol-3-ium bromide,C29H25Br2N3,1870029-86-9,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=CC=CC32)CCCN4C=5C=CC=CC5C=6C=CC=CC64,Brc1ccccc1Cn1c[n+](CCCn2c3ccccc3c3ccccc32)c2ccccc21.[Br-],575.348,0.01224,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(2-bromobenzyl)-1H-benzo[d]imidazol-3-ium bromide,C29H25Br2N3,1870029-86-9,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=CC=CC32)CCCN4C=5C=CC=CC5C=6C=CC=CC64,Brc1ccccc1Cn1c[n+](CCCn2c3ccccc3c3ccccc32)c2ccccc21.[Br-],575.348,0.00378,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(2-bromobenzyl)-1H-benzo[d]imidazol-3-ium bromide,C29H25Br2N3,1870029-86-9,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=CC=CC32)CCCN4C=5C=CC=CC5C=6C=CC=CC64,Brc1ccccc1Cn1c[n+](CCCn2c3ccccc3c3ccccc32)c2ccccc21.[Br-],575.348,0.00741,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide,C30H26BrN3O,1870029-76-7,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=CC=CC32)CCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccccc1.[Br-],524.462,0.0032,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide,C30H26BrN3O,1870029-76-7,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=CC=CC32)CCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccccc1.[Br-],524.462,0.01579,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide,C30H26BrN3O,1870029-76-7,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=CC=CC32)CCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccccc1.[Br-],524.462,0.02587,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide,C30H26BrN3O,1870029-76-7,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=CC=CC32)CCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccccc1.[Br-],524.462,0.01399,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide,C30H26BrN3O,1870029-76-7,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=CC=CC32)CCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccccc1.[Br-],524.462,0.015,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(4-bromobenzyl)-1H-benzo[d]imidazol-3-ium bromide,C29H25Br2N3,1870029-82-5,[Br-].BrC1=CC=C(C=C1)CN2C=[N+](C=3C=CC=CC32)CCCN4C=5C=CC=CC5C=6C=CC=CC64,Brc1ccc(Cn2c[n+](CCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],575.348,0.00295,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(4-bromobenzyl)-1H-benzo[d]imidazol-3-ium bromide,C29H25Br2N3,1870029-82-5,[Br-].BrC1=CC=C(C=C1)CN2C=[N+](C=3C=CC=CC32)CCCN4C=5C=CC=CC5C=6C=CC=CC64,Brc1ccc(Cn2c[n+](CCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],575.348,0.01567,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(4-bromobenzyl)-1H-benzo[d]imidazol-3-ium bromide,C29H25Br2N3,1870029-82-5,[Br-].BrC1=CC=C(C=C1)CN2C=[N+](C=3C=CC=CC32)CCCN4C=5C=CC=CC5C=6C=CC=CC64,Brc1ccc(Cn2c[n+](CCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],575.348,0.01819,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(4-bromobenzyl)-1H-benzo[d]imidazol-3-ium bromide,C29H25Br2N3,1870029-82-5,[Br-].BrC1=CC=C(C=C1)CN2C=[N+](C=3C=CC=CC32)CCCN4C=5C=CC=CC5C=6C=CC=CC64,Brc1ccc(Cn2c[n+](CCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],575.348,0.00388,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(4-bromobenzyl)-1H-benzo[d]imidazol-3-ium bromide,C29H25Br2N3,1870029-82-5,[Br-].BrC1=CC=C(C=C1)CN2C=[N+](C=3C=CC=CC32)CCCN4C=5C=CC=CC5C=6C=CC=CC64,Brc1ccc(Cn2c[n+](CCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],575.348,0.00957,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide,C30H28BrN3,1870029-84-7,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCC[N+]4=CN(C=5C=CC=CC54)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],510.479,0.00117,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide,C30H28BrN3,1870029-84-7,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCC[N+]4=CN(C=5C=CC=CC54)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],510.479,0.01024,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide,C30H28BrN3,1870029-84-7,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCC[N+]4=CN(C=5C=CC=CC54)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],510.479,0.01266,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide,C30H28BrN3,1870029-84-7,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCC[N+]4=CN(C=5C=CC=CC54)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],510.479,0.00385,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(3-(9H-carbazol-9-yl)propyl)-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide,C30H28BrN3,1870029-84-7,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCC[N+]4=CN(C=5C=CC=CC54)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],510.479,0.00522,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(3-(9H-carbazol-9-yl)propyl)-5,6-dimethyl-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide",C36H32BrN3O,1870029-88-1,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=C(C(=CC43)C)C)CCCN5C=6C=CC=CC6C=7C=CC=CC75,Cc1cc2c(cc1C)[n+](CCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc2ccccc2c1.[Br-],602.576,0.00174,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(3-(9H-carbazol-9-yl)propyl)-5,6-dimethyl-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide",C36H32BrN3O,1870029-88-1,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=C(C(=CC43)C)C)CCCN5C=6C=CC=CC6C=7C=CC=CC75,Cc1cc2c(cc1C)[n+](CCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc2ccccc2c1.[Br-],602.576,0.00319,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(3-(9H-carbazol-9-yl)propyl)-5,6-dimethyl-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide",C36H32BrN3O,1870029-88-1,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=C(C(=CC43)C)C)CCCN5C=6C=CC=CC6C=7C=CC=CC75,Cc1cc2c(cc1C)[n+](CCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc2ccccc2c1.[Br-],602.576,0.00389,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(3-(9H-carbazol-9-yl)propyl)-5,6-dimethyl-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide",C36H32BrN3O,1870029-88-1,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=C(C(=CC43)C)C)CCCN5C=6C=CC=CC6C=7C=CC=CC75,Cc1cc2c(cc1C)[n+](CCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc2ccccc2c1.[Br-],602.576,0.00266,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(3-(9H-carbazol-9-yl)propyl)-5,6-dimethyl-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide",C36H32BrN3O,1870029-88-1,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=C(C(=CC43)C)C)CCCN5C=6C=CC=CC6C=7C=CC=CC75,Cc1cc2c(cc1C)[n+](CCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc2ccccc2c1.[Br-],602.576,0.00332,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(3-(9H-carbazol-9-yl)propyl)-5,6-dimethyl-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide",C32H32BrN3,1870029-92-7,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCC[N+]4=CN(C=5C=C(C(=CC54)C)C)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],538.533,0.00993,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(3-(9H-carbazol-9-yl)propyl)-5,6-dimethyl-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide",C32H32BrN3,1870029-92-7,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCC[N+]4=CN(C=5C=C(C(=CC54)C)C)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],538.533,0.00489,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(3-(9H-carbazol-9-yl)propyl)-5,6-dimethyl-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide",C32H32BrN3,1870029-92-7,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCC[N+]4=CN(C=5C=C(C(=CC54)C)C)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],538.533,0.00914,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(3-(9H-carbazol-9-yl)propyl)-5,6-dimethyl-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide",C32H32BrN3,1870029-92-7,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCC[N+]4=CN(C=5C=C(C(=CC54)C)C)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],538.533,0.0101,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(3-(9H-carbazol-9-yl)propyl)-5,6-dimethyl-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide",C32H32BrN3,1870029-92-7,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCC[N+]4=CN(C=5C=C(C(=CC54)C)C)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],538.533,0.01367,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C31H27Br2N3O,1870030-10-6,[Br-].O=C(C1=CC=C(Br)C=C1)CN2C=[N+](C=3C=CC=CC32)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc(Br)cc1.[Br-],617.385,0.0023,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C31H27Br2N3O,1870030-10-6,[Br-].O=C(C1=CC=C(Br)C=C1)CN2C=[N+](C=3C=CC=CC32)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc(Br)cc1.[Br-],617.385,0.00356,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C31H27Br2N3O,1870030-10-6,[Br-].O=C(C1=CC=C(Br)C=C1)CN2C=[N+](C=3C=CC=CC32)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc(Br)cc1.[Br-],617.385,0.00374,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C31H27Br2N3O,1870030-10-6,[Br-].O=C(C1=CC=C(Br)C=C1)CN2C=[N+](C=3C=CC=CC32)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc(Br)cc1.[Br-],617.385,0.00254,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C31H27Br2N3O,1870030-10-6,[Br-].O=C(C1=CC=C(Br)C=C1)CN2C=[N+](C=3C=CC=CC32)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc(Br)cc1.[Br-],617.385,0.0028,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C33H31Br2N3O,1870030-23-1,[Br-].O=C(C1=CC=C(Br)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc(Br)cc1.[Br-],645.439,0.0018,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C33H31Br2N3O,1870030-23-1,[Br-].O=C(C1=CC=C(Br)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc(Br)cc1.[Br-],645.439,0.00371,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C33H31Br2N3O,1870030-23-1,[Br-].O=C(C1=CC=C(Br)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc(Br)cc1.[Br-],645.439,0.0044,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C33H31Br2N3O,1870030-23-1,[Br-].O=C(C1=CC=C(Br)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc(Br)cc1.[Br-],645.439,0.00335,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C33H31Br2N3O,1870030-23-1,[Br-].O=C(C1=CC=C(Br)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc(Br)cc1.[Br-],645.439,0.00338,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C32H30BrN3O2,1870030-08-2,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=CC=CC32)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],568.515,0.00056,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C32H30BrN3O2,1870030-08-2,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=CC=CC32)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],568.515,0.00278,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C32H30BrN3O2,1870030-08-2,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=CC=CC32)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],568.515,0.00516,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
