Name,Empirical formula,CAS,SMILES,Canonical SMILES,"Mw, g*mol-1","CC50/IC50/EC50, mM","Statistics (95% CI, SEM, SD, RMSE, SE etc.)","Incubation time, h",Cell line,Method,Reference (author+year+journal),doi,Notes
"2-hydroxy-N,N,N-trimethylethan-1-aminium bis((perfluorobutyl)sulfonyl)imide",C13H14F18N2O5S2,334529-59-8,O=S([N-]S(=O)(C(F)(C(F)(F)C(F)(F)C(F)(F)F)F)=O)(C(F)(C(F)(F)C(F)(F)C(F)(F)F)F)=O.C[N+](C)(CCO)C,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,684.362,0.03524,,24,HepG2,MTS,"Vieira, 2019, Chemosphere",10.1016/j.chemosphere.2018.10.159,
"2-hydroxy-N,N,N-trimethylethan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C7H14F6N2O5S2,827027-25-8,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[N+](C)(C)C,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,384.32,7.24,6.74-7.74 (CI),24,U937,Flow cytometry (7AAD),"Dzhemileva, 2021, Green Chem.",10.1039/d1gc01520f,Triggers mitochondrial apoptosis in Jurkat cells.
"2-hydroxy-N,N,N-trimethylethan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C7H14F6N2O5S2,827027-25-8,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[N+](C)(C)C,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,384.32,5.21,4.81-5.61 (CI),24,Jurkat,Flow cytometry (7AAD),"Dzhemileva, 2021, Green Chem.",10.1039/d1gc01520f,Triggers mitochondrial apoptosis in Jurkat cells.
"2-hydroxy-N,N,N-trimethylethan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C7H14F6N2O5S2,827027-25-8,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[N+](C)(C)C,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,384.32,3.12,2.82-3.42 (CI),24,HL60,Flow cytometry (7AAD),"Dzhemileva, 2021, Green Chem.",10.1039/d1gc01520f,Triggers mitochondrial apoptosis in Jurkat cells.
"2-hydroxy-N,N,N-trimethylethan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C7H14F6N2O5S2,827027-25-8,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[N+](C)(C)C,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,384.32,7.28,6.78-7.78 (CI),24,K562,Flow cytometry (7AAD),"Dzhemileva, 2021, Green Chem.",10.1039/d1gc01520f,Triggers mitochondrial apoptosis in Jurkat cells.
"2-hydroxy-N,N,N-trimethylethan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C7H14F6N2O5S2,827027-25-8,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[N+](C)(C)C,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,384.32,24.33,22.96-25.7 (CI),24,HEK293,PrestoBlue,"Dzhemileva, 2021, Green Chem.",10.1039/d1gc01520f,Triggers mitochondrial apoptosis in Jurkat cells.
"2-hydroxy-N,N,N-trimethylethan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C7H14F6N2O5S2,827027-25-8,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[N+](C)(C)C,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,384.32,13.4,12.16-14.64 (CI),24,A549,PrestoBlue,"Dzhemileva, 2021, Green Chem.",10.1039/d1gc01520f,Triggers mitochondrial apoptosis in Jurkat cells.
"2-hydroxy-N,N,N-trimethylethan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C7H14F6N2O5S2,827027-25-8,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[N+](C)(C)C,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,384.32,15.15,14.03-16.27 (CI),24,A2780,PrestoBlue,"Dzhemileva, 2021, Green Chem.",10.1039/d1gc01520f,Triggers mitochondrial apoptosis in Jurkat cells.
"2-hydroxy-N,N,N-trimethylethan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C7H14F6N2O5S2,827027-25-8,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[N+](C)(C)C,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,384.32,3.42,2.89-4.01 (CI),24,4T1-Luc,CellTiter-Blue,"Padilla, 2021, Green Chem.",10.1039/d1gc00742d,
"2-hydroxy-N,N,N-trimethylethan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C7H14F6N2O5S2,827027-25-8,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[N+](C)(C)C,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,384.32,>2.60,,?,IPC-81,WST-1,"Stolte, 2012, Chemosphere",10.1016/j.chemosphere.2012.05.102,
"2-hydroxy-N,N,N-trimethylethan-1-aminium bis(2,4,4-trimethylpentyl)phosphinate",C21H48NO3P,1241963-02-9,O=P([O-])(CC(C)CC(C)(C)C)CC(C)CC(C)(C)C.OCC[N+](C)(C)C,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.C[N+](C)(C)CCO,393.593,0.245,,48,J774A.1,Resazurin,"Weaver, 2010, Green Chem.",10.1039/b918726j,
"2-hydroxy-N,N,N-trimethylethan-1-aminium bis(2-ethylhexyl) phosphate",C21H48NO5P,1241963-01-8,O=P([O-])(OCC(CC)CCCC)OCC(CC)CCCC.OCC[N+](C)(C)C,CCCCC(CC)COP(=O)([O-])OCC(CC)CCCC.C[N+](C)(C)CCO,425.591,0.295,,48,J774A.1,Resazurin,"Weaver, 2010, Green Chem.",10.1039/b918726j,
"2-hydroxy-N,N,N-trimethylethan-1-aminium bis(2-ethylhexyl) phosphate",C21H48NO5P,1241963-01-8,O=P([O-])(OCC(CC)CCCC)OCC(CC)CCCC.OCC[N+](C)(C)C,CCCCC(CC)COP(=O)([O-])OCC(CC)CCCC.C[N+](C)(C)CCO,425.591,0.269,,48,J774A.1,Resazurin,"Weaver, 2010, Green Chem.",10.1039/b918726j,Modified dose-response model
"2-hydroxy-N,N,N-trimethylethan-1-aminium bromide",C5H14BrNO, 1927-06-6,[Br-].OCC[N+](C)(C)C,C[N+](C)(C)CCO.[Br-],184.077,70.56,3.23 (SE),24,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing with FBS
"2-hydroxy-N,N,N-trimethylethan-1-aminium bromide",C5H14BrNO, 1927-06-6,[Br-].OCC[N+](C)(C)C,C[N+](C)(C)CCO.[Br-],184.077,69.55,2.02 (SE),24,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing without FBS
"2-hydroxy-N,N,N-trimethylethan-1-aminium bromide",C5H14BrNO, 1927-06-6,[Br-].C[N+](C)(CCO)C,C[N+](C)(C)CCO.[Br-],184.077,74.7,70.4-79.4 (CI),24,4T1-Luc,CellTiter-Blue,"Padilla, 2021, Green Chem.",10.1039/d1gc00742d,
"2-hydroxy-N,N,N-trimethylethan-1-aminium chloride",C5H14ClNO,67-48-1,[Cl-].OCC[N+](C)(C)C,C[N+](C)(C)CCO.[Cl-],139.626,3.2,0.5 (ND),24,HaCat,MTT,"Arunkumar, 2020, J. Mol. Liq.",10.1016/j.molliq.2020.113602,
"2-hydroxy-N,N,N-trimethylethan-1-aminium chloride",C5H14ClNO,67-48-1,[Cl-].OCC[N+](C)(C)C,C[N+](C)(C)CCO.[Cl-],139.626,119.32,90.06-148.59 (CI),24,CaCo-2,MTS,"Vavina, 2022, J. Mol. Liq.",10.1016/j.molliq.2022.118673,
"2-hydroxy-N,N,N-trimethylethan-1-aminium chloride",C5H14ClNO,67-48-1,[Cl-].OCC[N+](C)(C)C,C[N+](C)(C)CCO.[Cl-],139.626,0.00599,0.00072 (ND),24,A549,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,
"2-hydroxy-N,N,N-trimethylethan-1-aminium chloride",C5H14ClNO,67-48-1,[Cl-].OCC[N+](C)(C)C,C[N+](C)(C)CCO.[Cl-],139.626,0.000347,0.000052 (ND),24,MG63,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,
"2-hydroxy-N,N,N-trimethylethan-1-aminium chloride",C5H14ClNO,67-48-1,[Cl-].OCC[N+](C)(C)C,C[N+](C)(C)CCO.[Cl-],139.626,89.28,0.49 (SE),24,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing without FBS
"2-hydroxy-N,N,N-trimethylethan-1-aminium chloride",C5H14ClNO,67-48-1,[Cl-].OCC[N+](C)(C)C,C[N+](C)(C)CCO.[Cl-],139.626,72.4,2.16 (SE),24,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing with FBS
"2-hydroxy-N,N,N-trimethylethan-1-aminium chloride",C5H14ClNO,67-48-1,[Cl-].OCC[N+](C)(C)C,C[N+](C)(C)CCO.[Cl-],139.626,33.884,,48,J774A.1,Resazurin,"Weaver, 2010, Green Chem.",10.1039/b918726j,
"2-hydroxy-N,N,N-trimethylethan-1-aminium chloride",C5H14ClNO,67-48-1,[Cl-].OCC[N+](C)(C)C,C[N+](C)(C)CCO.[Cl-],139.626,107.43,98.28-116.58 (CI),24,Jurkat,Flow cytometry (7AAD),"Dzhemileva, 2024, Chemosphere",10.1016/j.chemosphere.2024.142964,
"2-hydroxy-N,N,N-trimethylethan-1-aminium chloride",C5H14ClNO,67-48-1,[Cl-].OCC[N+](C)(C)C,C[N+](C)(C)CCO.[Cl-],139.626,125.34,114.41-136.27 (CI),24,U937,Flow cytometry (7AAD),"Dzhemileva, 2024, Chemosphere",10.1016/j.chemosphere.2024.142964,
"2-hydroxy-N,N,N-trimethylethan-1-aminium chloride",C5H14ClNO,67-48-1,[Cl-].OCC[N+](C)(C)C,C[N+](C)(C)CCO.[Cl-],139.626,250.68,229.24-272.12 (CI),24,K562,Flow cytometry (7AAD),"Dzhemileva, 2024, Chemosphere",10.1016/j.chemosphere.2024.142964,
"2-hydroxy-N,N,N-trimethylethan-1-aminium cinnamate",C14H21NO3,202998-37-6,O=C([O-])C=CC=1C=CC=CC1.OCC[N+](C)(C)C,C[N+](C)(C)CCO.O=C([O-])C=Cc1ccccc1,251.326,12.92,7.44 -18.40 (CI),24,CaCo-2,MTS,"Vavina, 2022, J. Mol. Liq.",10.1016/j.molliq.2022.118673,Tm - 32-35
"2-hydroxy-N,N,N-trimethylethan-1-aminium dibutyl phosphate",C13H32NO5P,1241962-99-1,O=P([O-])(OCCCC)OCCCC.OCC[N+](C)(C)C,CCCCOP(=O)([O-])OCCCC.C[N+](C)(C)CCO,313.375,9.12,,48,J774A.1,Resazurin,"Weaver, 2010, Green Chem.",10.1039/b918726j,
"2-hydroxy-N,N,N-trimethylethan-1-aminium dihydrogen phosphate",C5H16NO5P,83846-92-8,O=P([O-])(O)O.OCC[N+](C)(C)C,C[N+](C)(C)CCO.O=P([O-])(O)O,201.159,30,,24,L929,CellQuanti-Blue,"Reiß, 2020, RSC Adv.",10.1039/d0ra01370f,
"2-hydroxy-N,N,N-trimethylethan-1-aminium dihydrogen phosphate",C5H16NO5P,83846-92-8,O=P([O-])(O)O.OCC[N+](C)(C)C,C[N+](C)(C)CCO.O=P([O-])(O)O,201.159,20.417,,48,J774A.1,Resazurin,"Weaver, 2010, Green Chem.",10.1039/b918726j,
"2-hydroxy-N,N,N-trimethylethan-1-aminium dihydrogen phosphate",C5H16NO5P,83846-92-8,O=P([O-])(O)O.OCC[N+](C)(C)C,C[N+](C)(C)CCO.O=P([O-])(O)O,201.159,19.055,,48,J774A.1,Resazurin,"Weaver, 2010, Green Chem.",10.1039/b918726j,Modified dose-response model
"2-hydroxy-N,N,N-trimethylethan-1-aminium glycinate",C7H18N2O3,1248335-95-6,O=C([O-])CN.OCC[N+](C)(C)C,C[N+](C)(C)CCO.NCC(=O)[O-],178.232,45.75,,72,L02,WST-8,"Yuan, 2022, RSC Adv.",10.1039/d1ra07080k,
"2-hydroxy-N,N,N-trimethylethan-1-aminium hexanoate",C11H25NO3,69003-54-9,O=C([O-])CCCCC.OCC[N+](C)(C)C,CCCCCC(=O)[O-].C[N+](C)(C)CCO,219.325,16,3.7 (SD),24,HCE,AlamarBlue,"Ruokonen, 2018, Chem. Eur. J.",10.1002/chem.201704924,
"2-hydroxy-N,N,N-trimethylethan-1-aminium hydrogen (4-amino-1-hydroxy-1-phosphonobutyl)phosphonate",C9H26N2O8P2,,OCC[N+](C)(C)C.O=P(C(O)(P(O)(O)=O)CCCN)([O-])O,C[N+](C)(C)CCO.NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,352.261,0.187,0.032 (ND),24,GF,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,"GF, human gingival fibroblasts."
"2-hydroxy-N,N,N-trimethylethan-1-aminium hydrogen (4-amino-1-hydroxy-1-phosphonobutyl)phosphonate",C9H26N2O8P2,,OCC[N+](C)(C)C.O=P(C(O)(P(O)(O)=O)CCCN)([O-])O,C[N+](C)(C)CCO.NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,352.261,0.733,0.063 (ND),72,GF,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,"GF, human gingival fibroblasts."
"2-hydroxy-N,N,N-trimethylethan-1-aminium hydrogen (4-amino-1-hydroxy-1-phosphonobutyl)phosphonate",C9H26N2O8P2,,OCC[N+](C)(C)C.O=P(C(O)(P(O)(O)=O)CCCN)([O-])O,C[N+](C)(C)CCO.NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,352.261,3.14,0.43 (ND),24,T-47D,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,
"2-hydroxy-N,N,N-trimethylethan-1-aminium hydrogen (4-amino-1-hydroxy-1-phosphonobutyl)phosphonate",C9H26N2O8P2,,OCC[N+](C)(C)C.O=P(C(O)(P(O)(O)=O)CCCN)([O-])O,C[N+](C)(C)CCO.NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,352.261,4.86,0.55 (ND),72,T-47D,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,
"2-hydroxy-N,N,N-trimethylethan-1-aminium hydrogen (4-amino-1-hydroxy-1-phosphonobutyl)phosphonate",C9H26N2O8P2,,OCC[N+](C)(C)C.O=P(C(O)(P(O)(O)=O)CCCN)([O-])O,C[N+](C)(C)CCO.NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,352.261,0.0666,0.0089 (ND),24,A549,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,
"2-hydroxy-N,N,N-trimethylethan-1-aminium hydrogen (4-amino-1-hydroxy-1-phosphonobutyl)phosphonate",C9H26N2O8P2,,OCC[N+](C)(C)C.O=P(C(O)(P(O)(O)=O)CCCN)([O-])O,C[N+](C)(C)CCO.NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,352.261,0.0784,0.0083 (ND),72,A549,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,
"2-hydroxy-N,N,N-trimethylethan-1-aminium hydrogen (4-amino-1-hydroxy-1-phosphonobutyl)phosphonate",C9H26N2O8P2,,OCC[N+](C)(C)C.O=P(C(O)(P(O)(O)=O)CCCN)([O-])O,C[N+](C)(C)CCO.NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,352.261,0.41,0.062 (ND),24,MG63,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,
"2-hydroxy-N,N,N-trimethylethan-1-aminium hydrogen (4-amino-1-hydroxy-1-phosphonobutyl)phosphonate",C9H26N2O8P2,,OCC[N+](C)(C)C.O=P(C(O)(P(O)(O)=O)CCCN)([O-])O,C[N+](C)(C)CCO.NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,352.261,0.685,0.085 (ND),72,MG63,MTT,"Teixeira, 2020, Pharmaceutics",10.3390/pharmaceutics12030293,
"2-hydroxy-N,N,N-trimethylethan-1-aminium L-valinate",C10H24N2O3,1361335-81-0,C([N+](C)(C)C)CO.[C@H](C(C)C)(C([O-])=O)N,CC(C)[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,220.313,58.5,4.6 (SEM),?,M-HeLa,?,"Khachatrian, 2023, J. Mol. Liq.",10.1016/j.molliq.2023.121995,"Cytotoxicity assay, incubation time, and measurement unit are not specified."
"2-hydroxy-N,N,N-trimethylethan-1-aminium L-valinate",C10H24N2O3,1361335-81-0,C([N+](C)(C)C)CO.[C@H](C(C)C)(C([O-])=O)N,CC(C)[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,220.313,99.2,7.7 (SEM),?,MCF-7,?,"Khachatrian, 2023, J. Mol. Liq.",10.1016/j.molliq.2023.121995,"Cytotoxicity assay, incubation time, and measurement unit are not specified."
"2-hydroxy-N,N,N-trimethylethan-1-aminium L-valinate",C10H24N2O3,1361335-81-0,C([N+](C)(C)C)CO.[C@H](C(C)C)(C([O-])=O)N,CC(C)[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,220.313,100,7.8 (SEM),?,A549,?,"Khachatrian, 2023, J. Mol. Liq.",10.1016/j.molliq.2023.121995,"Cytotoxicity assay, incubation time, and measurement unit are not specified."
"2-hydroxy-N,N,N-trimethylethan-1-aminium L-valinate",C10H24N2O3,1361335-81-0,C([N+](C)(C)C)CO.[C@H](C(C)C)(C([O-])=O)N,CC(C)[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,220.313,52.3,4.1 (SEM),?,Chang,?,"Khachatrian, 2023, J. Mol. Liq.",10.1016/j.molliq.2023.121995,"Cytotoxicity assay, incubation time, and measurement unit are not specified."
"2-hydroxy-N,N,N-trimethylethan-1-aminium lysinate",C11H27N3O3,1361335-94-5,O=C([O-])C(N)CCCCN.OCC[N+](C)(C)C,C[N+](C)(C)CCO.NCCCCC(N)C(=O)[O-],249.355,19.983,,72,L02,WST-8,"Yuan, 2022, RSC Adv.",10.1039/d1ra07080k,
"2-hydroxy-N,N,N-trimethylethan-1-aminium methanesulfonate",C6H17NO4S,142058-20-6,O=S(=O)([O-])C.OCC[N+](C)(C)C,CS(=O)(=O)[O-].C[N+](C)(C)CCO,199.272,>5.0183,,?,IPC-81,WST-1,"Stolte, 2012, Chemosphere",10.1016/j.chemosphere.2012.05.102,
"2-hydroxy-N,N,N-trimethylethan-1-aminium methyl sulfate",C6H17NO5S,65151-62-4,O=S(=O)([O-])OC.OCC[N+](C)(C)C,COS(=O)(=O)[O-].C[N+](C)(C)CCO,215.271,>4.65,,?,IPC-81,WST-1,"Stolte, 2012, Chemosphere",10.1016/j.chemosphere.2012.05.102,
"2-hydroxy-N,N,N-trimethylethan-1-aminium O,O-diethyl phosphorodithioate",C9H24NO3PS2,1241963-03-0,S=P([S-])(OCC)OCC.OCC[N+](C)(C)C,CCOP(=S)([S-])OCC.C[N+](C)(C)CCO,289.403,8.128,,48,J774A.1,Resazurin,"Weaver, 2010, Green Chem.",10.1039/b918726j,
"2-hydroxy-N,N,N-trimethylethan-1-aminium oleate",C23H47NO3,28098-94-4,C([N+](C)(C)C)CO.C(C/C=C\CCCCCCCC)CCCCCC([O-])=O,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].C[N+](C)(C)CCO,385.633,0.59,,24,NIH/3T3,WST-8,"Ali, 2019, J. Colloid Interface Sci.",10.1016/j.jcis.2019.04.095,
"2-hydroxy-N,N,N-trimethylethan-1-aminium serinate",C8H20N2O4,1248335-98-9,O=C([O-])C(N)CO.OCC[N+](C)(C)C,C[N+](C)(C)CCO.NC(CO)C(=O)[O-],208.258,47.546,,72,L02,WST-8,"Yuan, 2022, RSC Adv.",10.1039/d1ra07080k,
"2-methoxy-N,N,N-trimethylethan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C8H16F6N2O5S2,693776-06-6,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O(C)CC[N+](C)(C)C,COCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,398.347,>2.510,,?,IPC-81,WST-1,"Stolte, 2012, Chemosphere",10.1016/j.chemosphere.2012.05.102,
"2-methoxy-N,N,N-trimethylethan-1-aminium methanesulfonate",C7H19NO4S,1421371-44-9,O=S(=O)([O-])C.O(C)CC[N+](C)(C)C,COCC[N+](C)(C)C.CS(=O)(=O)[O-],213.299,>4.68845,,?,IPC-81,WST-1,"Stolte, 2012, Chemosphere",10.1016/j.chemosphere.2012.05.102,
"2-methoxy-N,N,N-trimethylethan-1-aminium methyl sulfate",C7H19NO5S,1421371-45-0,O=S(=O)([O-])OC.O(C)CC[N+](C)(C)C,COCC[N+](C)(C)C.COS(=O)(=O)[O-],229.298,>4.3613,,?,IPC-81,WST-1,"Stolte, 2012, Chemosphere",10.1016/j.chemosphere.2012.05.102,
"N-(2-hydroxyethyl)-N,N-dimethyl-4-(dodecanoyloxy)butan-1-aminium chloride",C20H42ClNO3,,CCCCCCCCCCCC(OCCCC[N+](C)(CCO)C)=O.[Cl-],CCCCCCCCCCCC(=O)OCCCC[N+](C)(C)CCO.[Cl-],380.013,0.36,0.29-0.44 (CI),24,HEK293T,MTS,"Vavina, 2024, J. Mol. Liq.",10.1016/j.molliq.2024.125483,
"N-(2-hydroxyethyl)-N,N-dimethyl-4-(palmitoyloxy)butan-1-aminium chloride",C24H50ClNO3,,CCCCCCCCCCCCCCCC(OCCCC[N+](C)(CCO)C)=O.[Cl-],CCCCCCCCCCCCCCCC(=O)OCCCC[N+](C)(C)CCO.[Cl-],436.121,0.17,0.13-0.22 (CI),24,HEK293T,MTS,"Vavina, 2024, J. Mol. Liq.",10.1016/j.molliq.2024.125483,
"N-(2-hydroxyethyl)-N,N-dimethyl-4-(stearoyloxy)butan-1-aminium chloride",C26H54ClNO3,,CCCCCCCCCCCCCCCCCC(OCCCC[N+](C)(CCO)C)=O.[Cl-],CCCCCCCCCCCCCCCCCC(=O)OCCCC[N+](C)(C)CCO.[Cl-],464.175,0.08,0.06-0.11 (CI),24,HEK293T,MTS,"Vavina, 2024, J. Mol. Liq.",10.1016/j.molliq.2024.125483,
"N-(2-hydroxyethyl)-N,N-dimethyl-4-(tetradecanoyloxy)butan-1-aminium chloride",C22H46ClNO3,,CCCCCCCCCCCCCC(OCCCC[N+](C)(CCO)C)=O.[Cl-],CCCCCCCCCCCCCC(=O)OCCCC[N+](C)(C)CCO.[Cl-],408.067,0.24,0.21-0.28 (CI),24,HEK293T,MTS,"Vavina, 2024, J. Mol. Liq.",10.1016/j.molliq.2024.125483,
"N-(2-hydroxyethyl)-N,N-dimethyl-4-(tridecanoyloxy)butan-1-aminium chloride",C21H44ClNO3,,CCCCCCCCCCCCC(OCCCC[N+](C)(CCO)C)=O.[Cl-],CCCCCCCCCCCCC(=O)OCCCC[N+](C)(C)CCO.[Cl-],394.04,0.34,0.28-0.4 (CI),24,HEK293T,MTS,"Vavina, 2024, J. Mol. Liq.",10.1016/j.molliq.2024.125483,
"N-(2-hydroxyethyl)-N,N-dimethyl-4-(undecanoyloxy)butan-1-aminium chloride",C19H40ClNO3,,CCCCCCCCCCC(OCCCC[N+](C)(CCO)C)=O.[Cl-],CCCCCCCCCCC(=O)OCCCC[N+](C)(C)CCO.[Cl-],365.986,0.55,0.48-0.6 (CI),24,HEK293T,MTS,"Vavina, 2024, J. Mol. Liq.",10.1016/j.molliq.2024.125483,
"N-(2-hydroxyethyl)-N,N-dimethylbutan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C10H20F6N2O5S2,712355-06-1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[N+](C)(C)CCCC,CCCC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,426.401,1.68,0.11 (SE),48,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing with FBS
"N-(2-hydroxyethyl)-N,N-dimethylbutan-1-aminium bromide",C8H20BrNO,28508-15-8,[Br-].OCC[N+](C)(C)CCCC,CCCC[N+](C)(C)CCO.[Br-],226.158,22.77,1.37 (SE),24,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing with FBS
"N-(2-hydroxyethyl)-N,N-dimethylbutan-1-aminium bromide",C8H20BrNO,28508-15-8,[Br-].OCC[N+](C)(C)CCCC,CCCC[N+](C)(C)CCO.[Br-],226.158,25.35,1.81 (SE),24,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing without FBS
"N-(2-hydroxyethyl)-N,N-dimethylbutan-1-aminium bromide",C8H20BrNO,28508-15-8,[Br-].OCC[N+](C)(C)CCCC,CCCC[N+](C)(C)CCO.[Br-],226.158,5.26,0.89 (SE),48,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing with FBS
"N-(2-hydroxyethyl)-N,N-dimethylbutan-1-aminium butane-1-sulfonate",C12H29NO4S,,OCC[N+](C)(CCCC)C.[O-]S(=O)(CCCC)=O,CCCCS(=O)(=O)[O-].CCCC[N+](C)(C)CCO,283.434,19.7,1.5 (SD),48,HDFa,MTS,"Jesus, 2021, Symmetry",10.3390/sym13112053,Cell line ATCCP PCS-201-010.
"N-(2-hydroxyethyl)-N,N-dimethylbutan-1-aminium ethanesulfonate",C10H25NO4S,,CCCC[N+](C)(CCO)C.CCS(=O)([O-])=O,CCCC[N+](C)(C)CCO.CCS(=O)(=O)[O-],255.38,39.3,3 (SD),48,HDFa,MTS,"Jesus, 2021, Symmetry",10.3390/sym13112053,Cell line ATCCP PCS-201-010.
"N-(2-hydroxyethyl)-N,N-dimethylbutan-1-aminium methanesulfonate",C9H23NO4S,,OCC[N+](C)(CCCC)C.[O-]S(C)(=O)=O,CCCC[N+](C)(C)CCO.CS(=O)(=O)[O-],241.353,29.5,2 (SD),48,HDFa,MTS,"Jesus, 2021, Symmetry",10.3390/sym13112053,Cell line ATCCP PCS-201-010.
"N-(2-hydroxyethyl)-N,N-dimethyldodecan-1-aminium bromide",C16H36BrNO,7009-61-2,C[N+](CCO)(C)CCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCO.[Br-],338.374,1.241244791,0.00591 (ND),0.17,Erythrocytes,Hemoglobin release,"García, 2023, Pharmaceutics",10.3390/pharmaceutics15071806,Hemolytic activity (HC50) after 10-min incubation; the type of statistics is unclear.
"N-(2-hydroxyethyl)-N,N-dimethylhexadecan-1-aminium bromide",C20H44BrNO,20317-32-2,C[N+](CCO)(C)CCCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCCCCCC[N+](C)(C)CCO.[Br-],394.482,0.02788481,0.00025 (ND),0.17,Erythrocytes,Hemoglobin release,"García, 2023, Pharmaceutics",10.3390/pharmaceutics15071806,Hemolytic activity (HC50) after 10-min incubation; the type of statistics is unclear.
