Name,Empirical formula,CAS,SMILES,Canonical SMILES,"Mw, g*mol-1","CC50/IC50/EC50, mM","Statistics (95% CI, SEM, SD, RMSE, SE etc.)","Incubation time, h",Cell line,Method,Reference (author+year+journal),doi,Notes
bis(2-hydroxyethyl)ammonium benzoate,C11H17NO4,53926-87-7,OCC[NH2+]CCO.O=C([O-])C1=CC=CC=C1,O=C([O-])c1ccccc1.OCC[NH2+]CCO,227.26,0.05448,0.00884 (CI),24,HaCat,MTT,"Zanoni, 2019, Toxicol. Res.",10.1039/c8tx00338f,CAS for neutral compound
bis(2-hydroxyethyl)ammonium fumarate,C12H26N2O8,,OCC[NH2+]CCO.OCC[NH2+]CCO.O=C(C=CC([O-])=O)[O-],O=C([O-])C=CC(=O)[O-].OCC[NH2+]CCO.OCC[NH2+]CCO,326.346,0.03476,0.0003 (CI),24,HepG2,MTT,"Zanoni, 2019, Toxicol. Res.",10.1039/c8tx00338f,
bis(2-hydroxyethyl)ammonium fumarate,C12H26N2O8,,OCC[NH2+]CCO.OCC[NH2+]CCO.O=C(C=CC([O-])=O)[O-],O=C([O-])C=CC(=O)[O-].OCC[NH2+]CCO.OCC[NH2+]CCO,326.346,0.1438,0.0749 (CI),24,HaCat,MTT,"Zanoni, 2019, Toxicol. Res.",10.1039/c8tx00338f,
bis(2-hydroxyethyl)ammonium oleate,C22H45NO4,13961-86-9,OCC[NH2+]CCO.CCCCCCCC/C=C\CCCCCCCC([O-])=O,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].OCC[NH2+]CCO,387.605,0.5,,48,HaCat,WST-8,"Ortega Vega, 2022, J. Hazard. Mater.",10.1016/j.jhazmat.2021.126896,CAS for neutral compound
ethanaminium 2-hydroxyacetate,C4H11NO3,914801-89-1,CC[NH3+].OCC([O-])=O,CC[NH3+].O=C([O-])CO,121.136,1.3,0.5 (ND),24,HaCat,MTT,"Arunkumar, 2020, J. Mol. Liq.",10.1016/j.molliq.2020.113602,CAS for neutral compound
ethanaminium acetate,C4H11NO2,25596-29-6,CC[NH3+].CC([O-])=O,CC(=O)[O-].CC[NH3+],105.137,2.4,0.5 (ND),24,HaCat,MTT,"Arunkumar, 2020, J. Mol. Liq.",10.1016/j.molliq.2020.113602,CAS for neutral compound
ethanaminium formate,C3H9NO2,71173-55-2,CC[NH3+].[O-]C=O,CC[NH3+].O=C[O-],91.11,<0.4,,24,HaCat,MTT,"Arunkumar, 2020, J. Mol. Liq.",10.1016/j.molliq.2020.113602,CAS for neutral compound
ethanaminium nitrate,C2H8N2O3,22113-86-6,CC[NH3+].[O-][N+]([O-])=O,CC[NH3+].O=[N+]([O-])[O-],108.097,<0.4,,24,HaCat,MTT,"Arunkumar, 2020, J. Mol. Liq.",10.1016/j.molliq.2020.113602,CAS for neutral compound
N-((5-(chloromethyl)furan-2-yl)methyl)-N-ethylethanaminium chloride,C10H17Cl2NO,2600618-26-4,CC[NH+](CC1=CC=C(CCl)O1)CC.[Cl-],CC[NH+](CC)Cc1ccc(CCl)o1.[Cl-],238.158,5.35,3.69-7.01 (CI),24,3215 LS,MTS,"Seitkalieva, 2021, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.0c08790,Tm - 125-126. CAS for neutral compound
N-((5-(hydroxymethyl)furan-2-yl)methyl)butan-1-aminium chloride,C10H18ClNO2,2600618-32-2,CCCC[NH2+]CC1=CC=C(CO)O1.[Cl-],CCCC[NH2+]Cc1ccc(CO)o1.[Cl-],219.712,22.4,3.14-41.67 (CI),24,3215 LS,MTS,"Seitkalieva, 2021, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.0c08790,Tm - 86-88. CAS for neutral compound
N-((5-(hydroxymethyl)furan-2-yl)methyl)cyclohexanaminium chloride,C12H20ClNO2,2600618-33-3,OCC1=CC=C(C[NH2+]C2CCCCC2)O1.[Cl-],OCc1ccc(C[NH2+]C2CCCCC2)o1.[Cl-],245.75,9.97,4.26-15.69 (CI),24,3215 LS,MTS,"Seitkalieva, 2021, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.0c08790,Tm - 117-118. CAS for neutral compound
"N-((7-(decyloxy)-4,5-dimethoxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N,N-dimethyltetradecan-1-aminium bromide",C43H68BrNO5,1809097-94-6,[Br-].O=C1C=2C=C(OCCCCCCCCCC)C=C(OC)C2C(=O)C3=C(OC)C=C(C=C13)C[N+](C)(C)CCCCCCCCCCCCCC,CCCCCCCCCCCCCC[N+](C)(C)Cc1cc(OC)c2c(c1)C(=O)c1cc(OCCCCCCCCCC)cc(OC)c1C2=O.[Br-],758.923,0.02562,0.0002 (ND),24,A375,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"N-((7-(decyloxy)-4,5-dimethoxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N,N-dimethyltetradecan-1-aminium bromide",C43H68BrNO5,1809097-94-6,[Br-].O=C1C=2C=C(OCCCCCCCCCC)C=C(OC)C2C(=O)C3=C(OC)C=C(C=C13)C[N+](C)(C)CCCCCCCCCCCCCC,CCCCCCCCCCCCCC[N+](C)(C)Cc1cc(OC)c2c(c1)C(=O)c1cc(OCCCCCCCCCC)cc(OC)c1C2=O.[Br-],758.923,>0.05,,24,BGC-823,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"N-((7-(decyloxy)-4,5-dimethoxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N,N-dimethyltetradecan-1-aminium bromide",C43H68BrNO5,1809097-94-6,[Br-].O=C1C=2C=C(OCCCCCCCCCC)C=C(OC)C2C(=O)C3=C(OC)C=C(C=C13)C[N+](C)(C)CCCCCCCCCCCCCC,CCCCCCCCCCCCCC[N+](C)(C)Cc1cc(OC)c2c(c1)C(=O)c1cc(OCCCCCCCCCC)cc(OC)c1C2=O.[Br-],758.923,0.02291,0.0018 (ND),24,HepG2,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"N-((7-(decyloxy)-4,5-dimethoxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N,N-dimethyltetradecan-1-aminium bromide",C43H68BrNO5,1809097-94-6,[Br-].O=C1C=2C=C(OCCCCCCCCCC)C=C(OC)C2C(=O)C3=C(OC)C=C(C=C13)C[N+](C)(C)CCCCCCCCCCCCCC,CCCCCCCCCCCCCC[N+](C)(C)Cc1cc(OC)c2c(c1)C(=O)c1cc(OCCCCCCCCCC)cc(OC)c1C2=O.[Br-],758.923,0.02174,0.00101 (ND),24,HELF,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"N-((7-(decyloxy)-4,5-dimethoxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N-methyl-N-nonylnonan-1-aminium bromide",C46H74BrNO5,1809097-98-0,[Br-].O=C1C=2C=C(OCCCCCCCCCC)C=C(OC)C2C(=O)C3=C(OC)C=C(C=C13)C[N+](C)(CCCCCCCCC)CCCCCCCCC,CCCCCCCCCCOc1cc(OC)c2c(c1)C(=O)c1cc(C[N+](C)(CCCCCCCCC)CCCCCCCCC)cc(OC)c1C2=O.[Br-],801.004,0.00525,0.00036 (ND),24,A375,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"N-((7-(decyloxy)-4,5-dimethoxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N-methyl-N-nonylnonan-1-aminium bromide",C46H74BrNO5,1809097-98-0,[Br-].O=C1C=2C=C(OCCCCCCCCCC)C=C(OC)C2C(=O)C3=C(OC)C=C(C=C13)C[N+](C)(CCCCCCCCC)CCCCCCCCC,CCCCCCCCCCOc1cc(OC)c2c(c1)C(=O)c1cc(C[N+](C)(CCCCCCCCC)CCCCCCCCC)cc(OC)c1C2=O.[Br-],801.004,0.00846,0.00109 (ND),24,BGC-823,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"N-((7-(decyloxy)-4,5-dimethoxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N-methyl-N-nonylnonan-1-aminium bromide",C46H74BrNO5,1809097-98-0,[Br-].O=C1C=2C=C(OCCCCCCCCCC)C=C(OC)C2C(=O)C3=C(OC)C=C(C=C13)C[N+](C)(CCCCCCCCC)CCCCCCCCC,CCCCCCCCCCOc1cc(OC)c2c(c1)C(=O)c1cc(C[N+](C)(CCCCCCCCC)CCCCCCCCC)cc(OC)c1C2=O.[Br-],801.004,0.00734,0.00001 (ND),24,HepG2,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"N-((7-(decyloxy)-4,5-dimethoxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N-methyl-N-nonylnonan-1-aminium bromide",C46H74BrNO5,1809097-98-0,[Br-].O=C1C=2C=C(OCCCCCCCCCC)C=C(OC)C2C(=O)C3=C(OC)C=C(C=C13)C[N+](C)(CCCCCCCCC)CCCCCCCCC,CCCCCCCCCCOc1cc(OC)c2c(c1)C(=O)c1cc(C[N+](C)(CCCCCCCCC)CCCCCCCCC)cc(OC)c1C2=O.[Br-],801.004,0.00935,0.00061 (ND),24,HELF,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"N-((7-ethoxy-4,5-dihydroxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N-methyl-N-nonylnonan-1-aminium bromide",C36H54BrNO5,1809098-04-1,[Br-].O=C1C=2C=C(OCC)C=C(O)C2C(=O)C3=C(O)C=C(C=C13)C[N+](C)(CCCCCCCCC)CCCCCCCCC,CCCCCCCCC[N+](C)(CCCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O.[Br-],660.734,0.00362,0.00025 (ND),24,A375,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"N-((7-ethoxy-4,5-dihydroxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N-methyl-N-nonylnonan-1-aminium bromide",C36H54BrNO5,1809098-04-1,[Br-].O=C1C=2C=C(OCC)C=C(O)C2C(=O)C3=C(O)C=C(C=C13)C[N+](C)(CCCCCCCCC)CCCCCCCCC,CCCCCCCCC[N+](C)(CCCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O.[Br-],660.734,0.00592,0.00067 (ND),24,BGC-823,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"N-((7-ethoxy-4,5-dihydroxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N-methyl-N-nonylnonan-1-aminium bromide",C36H54BrNO5,1809098-04-1,[Br-].O=C1C=2C=C(OCC)C=C(O)C2C(=O)C3=C(O)C=C(C=C13)C[N+](C)(CCCCCCCCC)CCCCCCCCC,CCCCCCCCC[N+](C)(CCCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O.[Br-],660.734,0.0069,0.00018 (ND),24,HepG2,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"N-((7-ethoxy-4,5-dihydroxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N-methyl-N-nonylnonan-1-aminium bromide",C36H54BrNO5,1809098-04-1,[Br-].O=C1C=2C=C(OCC)C=C(O)C2C(=O)C3=C(O)C=C(C=C13)C[N+](C)(CCCCCCCCC)CCCCCCCCC,CCCCCCCCC[N+](C)(CCCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O.[Br-],660.734,0.01161,0.00092 (ND),24,HELF,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"N-((7-ethoxy-4,5-dihydroxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N-methyl-N-octylnonan-1-aminium bromide",C35H52BrNO5,1809098-00-7,[Br-].O=C1C=2C=C(OCC)C=C(O)C2C(=O)C3=C(O)C=C(C=C13)C[N+](C)(CCCCCCCC)CCCCCCCCC,CCCCCCCCC[N+](C)(CCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O.[Br-],646.707,0.00175,0.00021 (ND),24,A375,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"N-((7-ethoxy-4,5-dihydroxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N-methyl-N-octylnonan-1-aminium bromide",C35H52BrNO5,1809098-00-7,[Br-].O=C1C=2C=C(OCC)C=C(O)C2C(=O)C3=C(O)C=C(C=C13)C[N+](C)(CCCCCCCC)CCCCCCCCC,CCCCCCCCC[N+](C)(CCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O.[Br-],646.707,0.00379,0.00095 (ND),24,BGC-823,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"N-((7-ethoxy-4,5-dihydroxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N-methyl-N-octylnonan-1-aminium bromide",C35H52BrNO5,1809098-00-7,[Br-].O=C1C=2C=C(OCC)C=C(O)C2C(=O)C3=C(O)C=C(C=C13)C[N+](C)(CCCCCCCC)CCCCCCCCC,CCCCCCCCC[N+](C)(CCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O.[Br-],646.707,0.00471,0.00076 (ND),24,HepG2,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"N-((7-ethoxy-4,5-dihydroxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N-methyl-N-octylnonan-1-aminium bromide",C35H52BrNO5,1809098-00-7,[Br-].O=C1C=2C=C(OCC)C=C(O)C2C(=O)C3=C(O)C=C(C=C13)C[N+](C)(CCCCCCCC)CCCCCCCCC,CCCCCCCCC[N+](C)(CCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O.[Br-],646.707,0.01217,0.00008 (ND),24,HELF,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"N-((7-ethoxy-4,5-dihydroxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N-methyl-N-octyloctan-1-aminium bromide",C34H50BrNO5,1809098-02-9,[Br-].O=C1C=2C=C(OCC)C=C(O)C2C(=O)C3=C(O)C=C(C=C13)C[N+](C)(CCCCCCCC)CCCCCCCC,CCCCCCCC[N+](C)(CCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O.[Br-],632.68,0.00298,0.00041 (ND),24,A375,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"N-((7-ethoxy-4,5-dihydroxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N-methyl-N-octyloctan-1-aminium bromide",C34H50BrNO5,1809098-02-9,[Br-].O=C1C=2C=C(OCC)C=C(O)C2C(=O)C3=C(O)C=C(C=C13)C[N+](C)(CCCCCCCC)CCCCCCCC,CCCCCCCC[N+](C)(CCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O.[Br-],632.68,0.00502,0.0019 (ND),24,BGC-823,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"N-((7-ethoxy-4,5-dihydroxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N-methyl-N-octyloctan-1-aminium bromide",C34H50BrNO5,1809098-02-9,[Br-].O=C1C=2C=C(OCC)C=C(O)C2C(=O)C3=C(O)C=C(C=C13)C[N+](C)(CCCCCCCC)CCCCCCCC,CCCCCCCC[N+](C)(CCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O.[Br-],632.68,0.00857,0.00339 (ND),24,HepG2,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"N-((7-ethoxy-4,5-dihydroxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N-methyl-N-octyloctan-1-aminium bromide",C34H50BrNO5,1809098-02-9,[Br-].O=C1C=2C=C(OCC)C=C(O)C2C(=O)C3=C(O)C=C(C=C13)C[N+](C)(CCCCCCCC)CCCCCCCC,CCCCCCCC[N+](C)(CCCCCCCC)Cc1cc(O)c2c(c1)C(=O)c1cc(OCC)cc(O)c1C2=O.[Br-],632.68,0.0086,0.00126 (ND),24,HELF,MTT,"Yang, 2015, Chem. Biol. Drug Des.",10.1111/cbdd.12612,
"N-(2-hydroxyethyl)-N,N-dimethylbutan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C10H20F6N2O5S2,712355-06-1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[N+](C)(C)CCCC,CCCC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,426.401,1.99,1.72-2.37 (CI),24,4T1-Luc,CellTiter-Blue,"Padilla, 2021, Green Chem.",10.1039/d1gc00742d,
"N-(2-hydroxyethyl)-N,N-dimethylbutan-1-aminium bromide",C8H20BrNO,28508-15-8,[Br-].OCC[N+](C)(C)CCCC,CCCC[N+](C)(C)CCO.[Br-],226.158,28.6,25.5-32.0 (CI),24,4T1-Luc,CellTiter-Blue,"Padilla, 2021, Green Chem.",10.1039/d1gc00742d,
"N-(2-hydroxyethyl)-N,N-dimethylhexan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C12H24F6N2O5S2,854102-72-0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[N+](C)(C)CCCCCC,CCCCCC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,454.455,3.28,2.43-4.96 (CI),24,4T1-Luc,CellTiter-Blue,"Padilla, 2021, Green Chem.",10.1039/d1gc00742d,
"N-(2-hydroxyethyl)-N,N-dimethylhexan-1-aminium bromide",C10H24BrNO,219787-58-3,[Br-].OCC[N+](C)(C)CCCCCC,CCCCCC[N+](C)(C)CCO.[Br-],254.212,10.7,9.14-12.7 (CI),24,4T1-Luc,CellTiter-Blue,"Padilla, 2021, Green Chem.",10.1039/d1gc00742d,
"N-(2-hydroxyethyl)-N,N-dimethyloctan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C14H28F6N2O5S2,334529-54-3,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[N+](C)(C)CCCCCCCC,CCCCCCCC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,482.509,4.8,3.75-6.52 (CI),24,4T1-Luc,CellTiter-Blue,"Padilla, 2021, Green Chem.",10.1039/d1gc00742d,
"N-(2-hydroxyethyl)-N,N-dimethyloctan-1-aminium bromide",C12H28BrNO,122135-71-1,[Br-].OCC[N+](C)(C)CCCCCCCC,CCCCCCCC[N+](C)(C)CCO.[Br-],282.266,1.12,0.971-1.31 (CI),24,4T1-Luc,CellTiter-Blue,"Padilla, 2021, Green Chem.",10.1039/d1gc00742d,
"N-(cyanomethyl)-N,N-dimethylethanaminium bis((trifluoromethyl)sulfonyl)imide",C8H13F6N3O4S2,873056-83-8,N#CC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+](C)(C)CC#N.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,393.331,7.3,,72,IPC-81,WST-1,"Stolte, 2007, Green Chem.",10.1039/b615326g,
"N-(cyanomethyl)-N,N-dimethylethanaminium chloride",C6H13ClN2,1533415-57-4,[Cl-].N#CC[N+](C)(C)CC,CC[N+](C)(C)CC#N.[Cl-],148.637,>20,,72,IPC-81,WST-1,"Stolte, 2007, Green Chem.",10.1039/b615326g,
"N-(ethoxymethyl)-N,N-dimethylethanaminium bis((trifluoromethyl)sulfonyl)imide",C9H18F6N2O5S2,1373334-03-2,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O(CC)C[N+](C)(C)CC,CCOC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,412.374,6.3,,72,IPC-81,WST-1,"Stolte, 2007, Green Chem.",10.1039/b615326g,
"N-(ethoxymethyl)-N,N-dimethylethanaminium chloride",C7H18ClNO,129073-65-0,[Cl-].O(CC)C[N+](C)(C)CC,CCOC[N+](C)(C)CC.[Cl-],167.68,3.9,,72,IPC-81,WST-1,"Stolte, 2007, Green Chem.",10.1039/b615326g,
"N,N,N-triethylbutan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C12H24F6N2O4S2,324574-91-6,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.CCCC[N+](CC)(CC)CC,CCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,438.456,1.51,0.09 (SD),72,NHDF,MTS,"Musiał, 2021, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.1c02277,
"N,N,N-triethylbutan-1-aminium bromide",C10H24BrN,13028-69-8,[Br-].CCCC[N+](CC)(CC)CC,CCCC[N+](CC)(CC)CC.[Br-],238.213,8,0.85 (SE),48,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing with FBS
"N,N,N-triethyloctan-1-aminium bromide",C14H32BrN,13028-73-4,[Br-].CCCCCCCC[N+](CC)(CC)CC,CCCCCCCC[N+](CC)(CC)CC.[Br-],294.321,0.33,0.02 (SE),48,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing with FBS
"N,N,N-triethylprop-2-en-1-aminium chloride",C9H20ClN,5197-93-3,[Cl-].C=CC[N+](CC)(CC)CC,C=CC[N+](CC)(CC)CC.[Cl-],177.719,6.41,0.71 (SE),48,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing with FBS
"N,N,N-trimethylbutan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C9H18F6N2O4S2,258273-75-5,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.CCCC[N+](C)(C)C,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,396.375,0.183,0.032 (SD),72,HCT-116,MTS,"Kuczak, 2022, J. Hazard. Mater.",10.1016/j.jhazmat.2021.128160,
"N,N,N-trimethylbutan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C9H18F6N2O4S2,258273-75-5,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.CCCC[N+](C)(C)C,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,396.375,0.299,0.018 (SD),72,MCF-7,MTS,"Kuczak, 2022, J. Hazard. Mater.",10.1016/j.jhazmat.2021.128160,
"N,N,N-trimethylbutan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C9H18F6N2O4S2,258273-75-5,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.CCCC[N+](C)(C)C,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,396.375,0.313,0.014 (SD),72,U251,MTS,"Kuczak, 2022, J. Hazard. Mater.",10.1016/j.jhazmat.2021.128160,
"N,N,N-trimethylbutan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C9H18F6N2O4S2,258273-75-5,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.CCCC[N+](C)(C)C,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,396.375,2.22,0.36 (SD),72,NHDF,MTS,"Musiał, 2021, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.1c02277,
"N,N,N-trimethylbutan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C9H18F6N2O4S2,258273-75-5,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.CCCC[N+](C)(C)C,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,396.375,>2.52,,?,IPC-81,WST-1,"Stolte, 2012, Chemosphere",10.1016/j.chemosphere.2012.05.102,
"N,N,N-trimethylbutan-1-aminium methanesulfonate",C8H21NO3S,156294-07-4,O=S(=O)([O-])C.CCCC[N+](C)(C)C,CCCC[N+](C)(C)C.CS(=O)(=O)[O-],211.327,>4.7322,,?,IPC-81,WST-1,"Stolte, 2012, Chemosphere",10.1016/j.chemosphere.2012.05.102,
"N,N,N-trimethyltetradecan-1-aminium bromide",C17H38BrN,1119-97-7,[Br-].CCCCCCCCCCCCCC[N+](C)(C)C,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],336.402,0.00578,,24,C6,MTT,"Singh, 2009, Ind. Eng. Chem. Res.",10.1021/ie801737m,
"N,N,N-trimethyltetradecan-1-aminium bromide",C17H38BrN,1119-97-7,[Br-].CCCCCCCCCCCCCC[N+](C)(C)C,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],336.402,0.04,,2,C6,Hemoglobin release,"Singh, 2009, Ind. Eng. Chem. Res.",10.1021/ie801737m,
"N,N-bis(2-hydroxyethyl)-N-methylhexan-1-aminium acetate",C13H29NO4,1883421-60-0,O=C([O-])C.OCC[N+](C)(CCO)CCCCCC,CC(=O)[O-].CCCCCC[N+](C)(CCO)CCO,263.378,24.2,,24,L929,MTS,"Silva, 2023, Journal of Ionic Liquids",10.1016/j.jil.2023.100052,
"N,N-bis(2-hydroxyethyl)-N-methylhexan-1-aminium acetylalaninate",C16H34N2O5,,CC(NC(C([O-])=O)C)=O.CCCCCC[N+](CCO)(CCO)C,CC(=O)NC(C)C(=O)[O-].CCCCCC[N+](C)(CCO)CCO,334.457,26.3,,24,L929,MTS,"Silva, 2023, Journal of Ionic Liquids",10.1016/j.jil.2023.100052,
"N,N-dibutyl-N-methylbutan-1-aminium acetate",C15H33NO2,131242-39-2,O=C([O-])C.CCCC[N+](C)(CCCC)CCCC,CC(=O)[O-].CCCC[N+](C)(CCCC)CCCC,259.434,9.8,0.7 (SD),24,HCE,AlamarBlue,"Ruokonen, 2018, Chem. Eur. J.",10.1002/chem.201704924,
"N,N-dibutyl-N-methylbutan-1-aminium methanesulfonate",C14H33NO3S,16925-73-8,O=S(=O)([O-])C.CCCC[N+](C)(CCCC)CCCC,CCCC[N+](C)(CCCC)CCCC.CS(=O)(=O)[O-],295.489,1.2522,1.15-1.35 (CI),48,IPC-81,WST-1,"Pisarova, 2012, J. Eng. Tribol.",10.1177/1350650112451696,
"N,N-diethyl-N-((methylthio)methyl)ethanaminium chloride",C8H20ClNS,1427172-70-0,[Cl-].S(C)C[N+](CC)(CC)CC,CC[N+](CC)(CC)CSC.[Cl-],197.775,>0.5,,24,HeLa,MTT,"Bachowska, 2012, ChemistryOPEN",10.1002/open.201100003,
"N,N-diethyl-N-((methylthio)methyl)ethanaminium chloride",C8H20ClNS,1427172-70-0,[Cl-].S(C)C[N+](CC)(CC)CC,CC[N+](CC)(CC)CSC.[Cl-],197.775,>0.5,,48,HeLa,MTT,"Bachowska, 2012, ChemistryOPEN",10.1002/open.201100003,
