Name,Empirical formula,CAS,SMILES,Canonical SMILES,"Mw, g*mol-1","CC50/IC50/EC50, mM","Statistics (95% CI, SEM, SD, RMSE, SE etc.)","Incubation time, h",Cell line,Method,Reference (author+year+journal),doi,Notes
N-((dihexylamino)(dimethylamino)methylene)-N-hexylhexan-1-aminium chloride,C27H58ClN3,672953-05-8,[Cl-].C(N(C)C)(N(CCCCCC)CCCCCC)=[N+](CCCCCC)CCCCCC,CCCCCCN(CCCCCC)C(N(C)C)=[N+](CCCCCC)CCCCCC.[Cl-],460.235,<0.75,,4,CaCo-2,MTT,"Frade, 2009, Green Chem.",10.1039/b914284n,
N-((dihexylamino)(dimethylamino)methylene)-N-hexylhexan-1-aminium tetrachloroferrate(III),C27H58Cl4FeN3,1338726-13-8,CCCCCC/[N+](CCCCCC)=C(N(CCCCCC)CCCCCC)\N(C)C.Cl[Fe-](Cl)(Cl)Cl,CCCCCCN(CCCCCC)C(N(C)C)=[N+](CCCCCC)CCCCCC.Cl[Fe-](Cl)(Cl)Cl,622.439,<0.75,,4,CaCo-2,MTT,"Frade, 2009, Green Chem.",10.1039/b914284n,
N-(bis(dibutylamino)methylene)-N-methylmethanaminium tetrafluoroborate,C19H42BF4N3,672952-95-3,F[B-](F)(F)F.C(N(CCCC)CCCC)(N(CCCC)CCCC)=[N+](C)C,CCCCN(CCCC)C(N(CCCC)CCCC)=[N+](C)C.F[B-](F)(F)F,399.37,9.2,,4,CaCo-2,MTT,"Frade, 2009, Green Chem.",10.1039/b914284n,
N-(bis(dimethylamino)methylene)ethanaminium ethyl sulfate,C9H23N3O4S,1062171-71-4,CC[NH+]=C(N(C)C)N(C)C.O=S(OCC)([O-])=O,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,269.367,32.41015741,0.483 (SD),24,HEK293,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,CAS for neutral compound
N-(bis(dimethylamino)methylene)ethanaminium ethyl sulfate,C9H23N3O4S,1062171-71-4,CC[NH+]=C(N(C)C)N(C)C.O=S(OCC)([O-])=O,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,269.367,22.312,0.223 (SD),48,HEK293,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,CAS for neutral compound
N-(bis(dimethylamino)methylene)ethanaminium ethyl sulfate,C9H23N3O4S,1062171-71-4,CC[NH+]=C(N(C)C)N(C)C.O=S(OCC)([O-])=O,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,269.367,>37.125,,24,C6,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,CAS for neutral compound
N-(bis(dimethylamino)methylene)ethanaminium ethyl sulfate,C9H23N3O4S,1062171-71-4,CC[NH+]=C(N(C)C)N(C)C.O=S(OCC)([O-])=O,CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,269.367,>37.125,,48,C6,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,CAS for neutral compound
N-(bis(dimethylamino)methylene)ethanaminium iodide,C7H18IN3,321881-76-9,CN(C)/C(N(C)C)=[NH+]/CC.[I-],CC[NH+]=C(N(C)C)N(C)C.[I-],271.146,15.564,0.037 (SD),24,HEK293,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,CAS for neutral compound
N-(bis(dimethylamino)methylene)ethanaminium iodide,C7H18IN3,321881-76-9,CN(C)/C(N(C)C)=[NH+]/CC.[I-],CC[NH+]=C(N(C)C)N(C)C.[I-],271.146,7.56,0.369 (SD),48,HEK293,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,CAS for neutral compound
N-(bis(dimethylamino)methylene)ethanaminium iodide,C7H18IN3,321881-76-9,CN(C)/C(N(C)C)=[NH+]/CC.[I-],CC[NH+]=C(N(C)C)N(C)C.[I-],271.146,22.681,0.295 (SD),24,C6,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,CAS for neutral compound
N-(bis(dimethylamino)methylene)ethanaminium iodide,C7H18IN3,321881-76-9,CN(C)/C(N(C)C)=[NH+]/CC.[I-],CC[NH+]=C(N(C)C)N(C)C.[I-],271.146,21.649,0.184 (SD),48,C6,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,CAS for neutral compound
N-(bis(dimethylamino)methylene)-N-ethylethanaminium ethyl sulfate,C11H27N3O4S,1062171-76-9,O=S(=O)([O-])OCC.C(N(C)C)(N(C)C)=[N+](CC)CC,CCOS(=O)(=O)[O-].CC[N+](CC)=C(N(C)C)N(C)C,297.421,19.401,0.202 (SD),24,HEK293,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,CAS for neutral compound
N-(bis(dimethylamino)methylene)-N-ethylethanaminium ethyl sulfate,C11H27N3O4S,1062171-76-9,O=S(=O)([O-])OCC.C(N(C)C)(N(C)C)=[N+](CC)CC,CCOS(=O)(=O)[O-].CC[N+](CC)=C(N(C)C)N(C)C,297.421,10.86,0.235 (SD),48,HEK293,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,
N-(bis(dimethylamino)methylene)-N-ethylethanaminium ethyl sulfate,C11H27N3O4S,1062171-76-9,O=S(=O)([O-])OCC.C(N(C)C)(N(C)C)=[N+](CC)CC,CCOS(=O)(=O)[O-].CC[N+](CC)=C(N(C)C)N(C)C,297.421,>33.623,,24,C6,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,
N-(bis(dimethylamino)methylene)-N-ethylethanaminium ethyl sulfate,C11H27N3O4S,1062171-76-9,O=S(=O)([O-])OCC.C(N(C)C)(N(C)C)=[N+](CC)CC,CCOS(=O)(=O)[O-].CC[N+](CC)=C(N(C)C)N(C)C,297.421,>33.623,,48,C6,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,
N-(bis(dimethylamino)methylene)-N-ethylethanaminium iodide,C9H22IN3,139996-14-8,[I-].C(N(C)C)(N(C)C)=[N+](CC)CC,CC[N+](CC)=C(N(C)C)N(C)C.[I-],299.2,6.618,0.334 (SD),24,HEK293,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,
N-(bis(dimethylamino)methylene)-N-ethylethanaminium iodide,C9H22IN3,139996-14-8,[I-].C(N(C)C)(N(C)C)=[N+](CC)CC,CC[N+](CC)=C(N(C)C)N(C)C.[I-],299.2,4.077533293,0.334 (SD),48,HEK293,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,
N-(bis(dimethylamino)methylene)-N-ethylethanaminium iodide,C9H22IN3,139996-14-8,[I-].C(N(C)C)(N(C)C)=[N+](CC)CC,CC[N+](CC)=C(N(C)C)N(C)C.[I-],299.2,10.862,0.468 (SD),24,C6,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,
N-(bis(dimethylamino)methylene)-N-ethylethanaminium iodide,C9H22IN3,139996-14-8,[I-].C(N(C)C)(N(C)C)=[N+](CC)CC,CC[N+](CC)=C(N(C)C)N(C)C.[I-],299.2,17.112,0.401 (SD),48,C6,MTT,"Yu, 2016, J. Hazard. Mater.",10.1016/j.jhazmat.2015.12.028,
N-(bis(dioctylamino)methylene)-N-methylmethanaminium tetrafluoroborate,C35H74BF4N3,672953-13-8,F[B-](F)(F)F.C(N(CCCCCCCC)CCCCCCCC)(N(CCCCCCCC)CCCCCCCC)=[N+](C)C,CCCCCCCCN(CCCCCCCC)C(N(CCCCCCCC)CCCCCCCC)=[N+](C)C.F[B-](F)(F)F,623.802,5.635,,4,CaCo-2,MTT,"Frade, 2009, Green Chem.",10.1039/b914284n,
N-(bis(hexyl(methyl)amino)methylene)-N-methylmethanaminium tetrafluoroborate,C17H38BF4N3,,F[B-](F)(F)F.C(N(C)CCCCCC)(N(C)CCCCCC)=[N+](C)C,CCCCCCN(C)C(N(C)CCCCCC)=[N+](C)C.F[B-](F)(F)F,371.316,0.404,,4,CaCo-2,MTT,"Frade, 2009, Green Chem.",10.1039/b914284n,
(S)-N-((dimethylamino)((3-(4-(dodecyloxy)phenyl)-1-oxo-1-(tetradecyloxy)propan-2-yl)amino)methylene)-N-methylmethanaminium chloride,C40H74ClN3O3,2064091-20-7,C/[N+](C)=C(N(C)C)\N[C@@H](CC1=CC=C(OCCCCCCCCCCCC)C=C1)C(OCCCCCCCCCCCCCC)=O.[Cl-],CCCCCCCCCCCCCCOC(=O)[C@H](Cc1ccc(OCCCCCCCCCCCC)cc1)NC(N(C)C)=[N+](C)C.[Cl-],680.503,0.04798,0.0123 (SD),72,L929,WST-1,"Neidhardt, 2018, Phys. Chem. Chem. Phys.",10.1039/C8CP03404D,CAS for neutral compound
Tetrahexyl-dimethylguanidinium dicyanamide,C29H60N6,952483-18-0,N#C[N-]C#N.CN(C(N(CCCCCC)CCCCCC)[NH+](CCCCCC)CCCCCC)C,CCCCCCN(CCCCCC)C(N(C)C)[NH+](CCCCCC)CCCCCC.N#C[N-]C#N,492.841,>6.026,,24,HT29,MTT,"Frade, 2007, Green Chem.",10.1039/b617526k,Lg(EC50)>3.78 (uM). CAS for neutral compound
